pathway,name,entrez,hgnc
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),10000,AKT3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),7248,TSC1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),7249,TSC2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),6009,RHEB
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2475,MTOR
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),387,RHOA
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),375,ARF1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),382,ARF6
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5335,PLCG1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5336,PLCG2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2205,FCER1A
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2206,MS4A2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2207,FCER1G
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2534,FYN
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),6850,SYK
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5578,PRKCA
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5337,PLD1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5338,PLD2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),123745,PLA2G4E
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5321,PLA2G4A
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8681,JMJD7-PLA2G4B
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),100137049,PLA2G4B
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8605,PLA2G4C
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),283748,PLA2G4D
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),255189,PLA2G4F
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),10554,AGPAT1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),10555,AGPAT2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),56894,AGPAT3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),56895,AGPAT4
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),55326,AGPAT5
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8877,SPHK1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),56848,SPHK2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5894,RAF1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5604,MAP2K1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5605,MAP2K2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5594,MAPK1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5595,MAPK3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),23396,PIP5K1C
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8394,PIP5K1A
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8395,PIP5K1B
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8525,DGKZ
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8527,DGKD
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),9162,DGKI
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),1606,DGKA
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8526,DGKE
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),1607,DGKB
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),160851,DGKH
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),1608,DGKG
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),1609,DGKQ
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),139189,DGKK
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8611,PLPP1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8613,PLPP3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),8612,PLPP2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),551,AVP
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),3576,CXCL8
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),185,AGTR1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2149,F2R
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2911,GRM1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2912,GRM2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2913,GRM3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2914,GRM4
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2915,GRM5
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2916,GRM6
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2917,GRM7
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2918,GRM8
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),552,AVPR1A
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),553,AVPR1B
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),554,AVPR2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),1902,LPAR1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),9170,LPAR2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),23566,LPAR3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2846,LPAR4
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),57121,LPAR5
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),10161,LPAR6
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5737,PTGFR
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),3577,CXCR1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),3579,CXCR2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),23236,PLCB1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5330,PLCB2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5331,PLCB3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5332,PLCB4
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2768,GNA12
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2185,PTK2B
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),10672,GNA13
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),5294,PIK3CG
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),23533,PIK3R5
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),146850,PIK3R6
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),9265,CYTH3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),27128,CYTH4
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),9266,CYTH2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),9267,CYTH1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),2778,GNAS
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),107,ADCY1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),108,ADCY2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),109,ADCY3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),196883,ADCY4
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),111,ADCY5
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),112,ADCY6
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),113,ADCY7
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),114,ADCY8
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),115,ADCY9
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),10411,RAPGEF3
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),11069,RAPGEF4
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),1759,DNM1
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),1785,DNM2
hsa04072,Phospholipase D signaling pathway - Homo sapiens (human),26052,DNM3
hsa04110,Cell cycle - Homo sapiens (human),595,CCND1
hsa04110,Cell cycle - Homo sapiens (human),894,CCND2
hsa04110,Cell cycle - Homo sapiens (human),896,CCND3
hsa04110,Cell cycle - Homo sapiens (human),1019,CDK4
hsa04110,Cell cycle - Homo sapiens (human),1021,CDK6
hsa04110,Cell cycle - Homo sapiens (human),5925,RB1
hsa04110,Cell cycle - Homo sapiens (human),5933,RBL1
hsa04110,Cell cycle - Homo sapiens (human),5934,RBL2
hsa04110,Cell cycle - Homo sapiens (human),25,ABL1
hsa04110,Cell cycle - Homo sapiens (human),3065,HDAC1
hsa04110,Cell cycle - Homo sapiens (human),3066,HDAC2
hsa04110,Cell cycle - Homo sapiens (human),1869,E2F1
hsa04110,Cell cycle - Homo sapiens (human),1870,E2F2
hsa04110,Cell cycle - Homo sapiens (human),1871,E2F3
hsa04110,Cell cycle - Homo sapiens (human),1874,E2F4
hsa04110,Cell cycle - Homo sapiens (human),1875,E2F5
hsa04110,Cell cycle - Homo sapiens (human),7027,TFDP1
hsa04110,Cell cycle - Homo sapiens (human),7029,TFDP2
hsa04110,Cell cycle - Homo sapiens (human),2932,GSK3B
hsa04110,Cell cycle - Homo sapiens (human),7040,TGFB1
hsa04110,Cell cycle - Homo sapiens (human),7042,TGFB2
hsa04110,Cell cycle - Homo sapiens (human),7043,TGFB3
hsa04110,Cell cycle - Homo sapiens (human),4087,SMAD2
hsa04110,Cell cycle - Homo sapiens (human),4088,SMAD3
hsa04110,Cell cycle - Homo sapiens (human),4089,SMAD4
hsa04110,Cell cycle - Homo sapiens (human),4609,MYC
hsa04110,Cell cycle - Homo sapiens (human),7709,ZBTB17
hsa04110,Cell cycle - Homo sapiens (human),1029,CDKN2A
hsa04110,Cell cycle - Homo sapiens (human),1030,CDKN2B
hsa04110,Cell cycle - Homo sapiens (human),1031,CDKN2C
hsa04110,Cell cycle - Homo sapiens (human),1032,CDKN2D
hsa04110,Cell cycle - Homo sapiens (human),1027,CDKN1B
hsa04110,Cell cycle - Homo sapiens (human),1028,CDKN1C
hsa04110,Cell cycle - Homo sapiens (human),1026,CDKN1A
hsa04110,Cell cycle - Homo sapiens (human),898,CCNE1
hsa04110,Cell cycle - Homo sapiens (human),9134,CCNE2
hsa04110,Cell cycle - Homo sapiens (human),1017,CDK2
hsa04110,Cell cycle - Homo sapiens (human),6500,SKP1
hsa04110,Cell cycle - Homo sapiens (human),8454,CUL1
hsa04110,Cell cycle - Homo sapiens (human),9978,RBX1
hsa04110,Cell cycle - Homo sapiens (human),6502,SKP2
hsa04110,Cell cycle - Homo sapiens (human),890,CCNA2
hsa04110,Cell cycle - Homo sapiens (human),8900,CCNA1
hsa04110,Cell cycle - Homo sapiens (human),990,CDC6
hsa04110,Cell cycle - Homo sapiens (human),8318,CDC45
hsa04110,Cell cycle - Homo sapiens (human),8317,CDC7
hsa04110,Cell cycle - Homo sapiens (human),10926,DBF4
hsa04110,Cell cycle - Homo sapiens (human),983,CDK1
hsa04110,Cell cycle - Homo sapiens (human),891,CCNB1
hsa04110,Cell cycle - Homo sapiens (human),9133,CCNB2
hsa04110,Cell cycle - Homo sapiens (human),85417,CCNB3
hsa04110,Cell cycle - Homo sapiens (human),994,CDC25B
hsa04110,Cell cycle - Homo sapiens (human),995,CDC25C
hsa04110,Cell cycle - Homo sapiens (human),7534,YWHAZ
hsa04110,Cell cycle - Homo sapiens (human),7529,YWHAB
hsa04110,Cell cycle - Homo sapiens (human),10971,YWHAQ
hsa04110,Cell cycle - Homo sapiens (human),7531,YWHAE
hsa04110,Cell cycle - Homo sapiens (human),7533,YWHAH
hsa04110,Cell cycle - Homo sapiens (human),7532,YWHAG
hsa04110,Cell cycle - Homo sapiens (human),5347,PLK1
hsa04110,Cell cycle - Homo sapiens (human),7465,WEE1
hsa04110,Cell cycle - Homo sapiens (human),494551,WEE2
hsa04110,Cell cycle - Homo sapiens (human),9088,PKMYT1
hsa04110,Cell cycle - Homo sapiens (human),902,CCNH
hsa04110,Cell cycle - Homo sapiens (human),1022,CDK7
hsa04110,Cell cycle - Homo sapiens (human),64682,ANAPC1
hsa04110,Cell cycle - Homo sapiens (human),29882,ANAPC2
hsa04110,Cell cycle - Homo sapiens (human),996,CDC27
hsa04110,Cell cycle - Homo sapiens (human),29945,ANAPC4
hsa04110,Cell cycle - Homo sapiens (human),51433,ANAPC5
hsa04110,Cell cycle - Homo sapiens (human),8881,CDC16
hsa04110,Cell cycle - Homo sapiens (human),51434,ANAPC7
hsa04110,Cell cycle - Homo sapiens (human),8697,CDC23
hsa04110,Cell cycle - Homo sapiens (human),10393,ANAPC10
hsa04110,Cell cycle - Homo sapiens (human),51529,ANAPC11
hsa04110,Cell cycle - Homo sapiens (human),246184,CDC26
hsa04110,Cell cycle - Homo sapiens (human),25847,ANAPC13
hsa04110,Cell cycle - Homo sapiens (human),991,CDC20
hsa04110,Cell cycle - Homo sapiens (human),9232,PTTG1
hsa04110,Cell cycle - Homo sapiens (human),10744,PTTG2
hsa04110,Cell cycle - Homo sapiens (human),9700,ESPL1
hsa04110,Cell cycle - Homo sapiens (human),8243,SMC1A
hsa04110,Cell cycle - Homo sapiens (human),27127,SMC1B
hsa04110,Cell cycle - Homo sapiens (human),9126,SMC3
hsa04110,Cell cycle - Homo sapiens (human),10735,STAG2
hsa04110,Cell cycle - Homo sapiens (human),10274,STAG1
hsa04110,Cell cycle - Homo sapiens (human),5885,RAD21
hsa04110,Cell cycle - Homo sapiens (human),7272,TTK
hsa04110,Cell cycle - Homo sapiens (human),699,BUB1
hsa04110,Cell cycle - Homo sapiens (human),9184,BUB3
hsa04110,Cell cycle - Homo sapiens (human),701,BUB1B
hsa04110,Cell cycle - Homo sapiens (human),8379,MAD1L1
hsa04110,Cell cycle - Homo sapiens (human),4085,MAD2L1
hsa04110,Cell cycle - Homo sapiens (human),10459,MAD2L2
hsa04110,Cell cycle - Homo sapiens (human),51343,FZR1
hsa04110,Cell cycle - Homo sapiens (human),8555,CDC14B
hsa04110,Cell cycle - Homo sapiens (human),8556,CDC14A
hsa04110,Cell cycle - Homo sapiens (human),545,ATR
hsa04110,Cell cycle - Homo sapiens (human),472,ATM
hsa04110,Cell cycle - Homo sapiens (human),7157,TP53
hsa04110,Cell cycle - Homo sapiens (human),1111,CHEK1
hsa04110,Cell cycle - Homo sapiens (human),11200,CHEK2
hsa04110,Cell cycle - Homo sapiens (human),1387,CREBBP
hsa04110,Cell cycle - Homo sapiens (human),2033,EP300
hsa04110,Cell cycle - Homo sapiens (human),5591,PRKDC
hsa04110,Cell cycle - Homo sapiens (human),4193,MDM2
hsa04110,Cell cycle - Homo sapiens (human),1647,GADD45A
hsa04110,Cell cycle - Homo sapiens (human),4616,GADD45B
hsa04110,Cell cycle - Homo sapiens (human),10912,GADD45G
hsa04110,Cell cycle - Homo sapiens (human),5111,PCNA
hsa04110,Cell cycle - Homo sapiens (human),2810,SFN
hsa04110,Cell cycle - Homo sapiens (human),993,CDC25A
hsa04110,Cell cycle - Homo sapiens (human),4998,ORC1
hsa04110,Cell cycle - Homo sapiens (human),4999,ORC2
hsa04110,Cell cycle - Homo sapiens (human),23595,ORC3
hsa04110,Cell cycle - Homo sapiens (human),5000,ORC4
hsa04110,Cell cycle - Homo sapiens (human),5001,ORC5
hsa04110,Cell cycle - Homo sapiens (human),23594,ORC6
hsa04110,Cell cycle - Homo sapiens (human),4171,MCM2
hsa04110,Cell cycle - Homo sapiens (human),4172,MCM3
hsa04110,Cell cycle - Homo sapiens (human),4173,MCM4
hsa04110,Cell cycle - Homo sapiens (human),4174,MCM5
hsa04110,Cell cycle - Homo sapiens (human),4175,MCM6
hsa04110,Cell cycle - Homo sapiens (human),4176,MCM7
hsa04115,p53 signaling pathway - Homo sapiens (human),472,ATM
hsa04115,p53 signaling pathway - Homo sapiens (human),11200,CHEK2
hsa04115,p53 signaling pathway - Homo sapiens (human),545,ATR
hsa04115,p53 signaling pathway - Homo sapiens (human),1111,CHEK1
hsa04115,p53 signaling pathway - Homo sapiens (human),92344,GORAB
hsa04115,p53 signaling pathway - Homo sapiens (human),1029,CDKN2A
hsa04115,p53 signaling pathway - Homo sapiens (human),4193,MDM2
hsa04115,p53 signaling pathway - Homo sapiens (human),4194,MDM4
hsa04115,p53 signaling pathway - Homo sapiens (human),7157,TP53
hsa04115,p53 signaling pathway - Homo sapiens (human),1026,CDKN1A
hsa04115,p53 signaling pathway - Homo sapiens (human),595,CCND1
hsa04115,p53 signaling pathway - Homo sapiens (human),894,CCND2
hsa04115,p53 signaling pathway - Homo sapiens (human),896,CCND3
hsa04115,p53 signaling pathway - Homo sapiens (human),1019,CDK4
hsa04115,p53 signaling pathway - Homo sapiens (human),1021,CDK6
hsa04115,p53 signaling pathway - Homo sapiens (human),898,CCNE1
hsa04115,p53 signaling pathway - Homo sapiens (human),9134,CCNE2
hsa04115,p53 signaling pathway - Homo sapiens (human),1017,CDK2
hsa04115,p53 signaling pathway - Homo sapiens (human),2810,SFN
hsa04115,p53 signaling pathway - Homo sapiens (human),56475,RPRM
hsa04115,p53 signaling pathway - Homo sapiens (human),891,CCNB1
hsa04115,p53 signaling pathway - Homo sapiens (human),9133,CCNB2
hsa04115,p53 signaling pathway - Homo sapiens (human),983,CDK1
hsa04115,p53 signaling pathway - Homo sapiens (human),1647,GADD45A
hsa04115,p53 signaling pathway - Homo sapiens (human),4616,GADD45B
hsa04115,p53 signaling pathway - Homo sapiens (human),10912,GADD45G
hsa04115,p53 signaling pathway - Homo sapiens (human),51512,GTSE1
hsa04115,p53 signaling pathway - Homo sapiens (human),355,FAS
hsa04115,p53 signaling pathway - Homo sapiens (human),55367,PIDD1
hsa04115,p53 signaling pathway - Homo sapiens (human),841,CASP8
hsa04115,p53 signaling pathway - Homo sapiens (human),637,BID
hsa04115,p53 signaling pathway - Homo sapiens (human),581,BAX
hsa04115,p53 signaling pathway - Homo sapiens (human),5366,PMAIP1
hsa04115,p53 signaling pathway - Homo sapiens (human),27113,BBC3
hsa04115,p53 signaling pathway - Homo sapiens (human),63970,TP53AIP1
hsa04115,p53 signaling pathway - Homo sapiens (human),10572,SIVA1
hsa04115,p53 signaling pathway - Homo sapiens (human),598,BCL2L1
hsa04115,p53 signaling pathway - Homo sapiens (human),596,BCL2
hsa04115,p53 signaling pathway - Homo sapiens (human),9540,TP53I3
hsa04115,p53 signaling pathway - Homo sapiens (human),9538,EI24
hsa04115,p53 signaling pathway - Homo sapiens (human),51246,SHISA5
hsa04115,p53 signaling pathway - Homo sapiens (human),64065,PERP
hsa04115,p53 signaling pathway - Homo sapiens (human),64393,ZMAT3
hsa04115,p53 signaling pathway - Homo sapiens (human),6477,SIAH1
hsa04115,p53 signaling pathway - Homo sapiens (human),54205,CYCS
hsa04115,p53 signaling pathway - Homo sapiens (human),317,APAF1
hsa04115,p53 signaling pathway - Homo sapiens (human),842,CASP9
hsa04115,p53 signaling pathway - Homo sapiens (human),836,CASP3
hsa04115,p53 signaling pathway - Homo sapiens (human),84883,AIFM2
hsa04115,p53 signaling pathway - Homo sapiens (human),3486,IGFBP3
hsa04115,p53 signaling pathway - Homo sapiens (human),3479,IGF1
hsa04115,p53 signaling pathway - Homo sapiens (human),5054,SERPINE1
hsa04115,p53 signaling pathway - Homo sapiens (human),575,ADGRB1
hsa04115,p53 signaling pathway - Homo sapiens (human),3732,CD82
hsa04115,p53 signaling pathway - Homo sapiens (human),7057,THBS1
hsa04115,p53 signaling pathway - Homo sapiens (human),5268,SERPINB5
hsa04115,p53 signaling pathway - Homo sapiens (human),1643,DDB2
hsa04115,p53 signaling pathway - Homo sapiens (human),50484,RRM2B
hsa04115,p53 signaling pathway - Homo sapiens (human),6241,RRM2
hsa04115,p53 signaling pathway - Homo sapiens (human),27244,SESN1
hsa04115,p53 signaling pathway - Homo sapiens (human),143686,SESN3
hsa04115,p53 signaling pathway - Homo sapiens (human),83667,SESN2
hsa04115,p53 signaling pathway - Homo sapiens (human),5728,PTEN
hsa04115,p53 signaling pathway - Homo sapiens (human),7249,TSC2
hsa04115,p53 signaling pathway - Homo sapiens (human),55240,STEAP3
hsa04115,p53 signaling pathway - Homo sapiens (human),64326,COP1
hsa04115,p53 signaling pathway - Homo sapiens (human),25898,RCHY1
hsa04115,p53 signaling pathway - Homo sapiens (human),900,CCNG1
hsa04115,p53 signaling pathway - Homo sapiens (human),901,CCNG2
hsa04115,p53 signaling pathway - Homo sapiens (human),8493,PPM1D
hsa04115,p53 signaling pathway - Homo sapiens (human),7161,TP73
hsa04115,p53 signaling pathway - Homo sapiens (human),8795,TNFRSF10B
hsa04150,mTOR signaling pathway - Homo sapiens (human),8140,SLC7A5
hsa04150,mTOR signaling pathway - Homo sapiens (human),6520,SLC3A2
hsa04150,mTOR signaling pathway - Homo sapiens (human),153129,SLC38A9
hsa04150,mTOR signaling pathway - Homo sapiens (human),523,ATP6V1A
hsa04150,mTOR signaling pathway - Homo sapiens (human),525,ATP6V1B1
hsa04150,mTOR signaling pathway - Homo sapiens (human),526,ATP6V1B2
hsa04150,mTOR signaling pathway - Homo sapiens (human),245973,ATP6V1C2
hsa04150,mTOR signaling pathway - Homo sapiens (human),528,ATP6V1C1
hsa04150,mTOR signaling pathway - Homo sapiens (human),51382,ATP6V1D
hsa04150,mTOR signaling pathway - Homo sapiens (human),90423,ATP6V1E2
hsa04150,mTOR signaling pathway - Homo sapiens (human),529,ATP6V1E1
hsa04150,mTOR signaling pathway - Homo sapiens (human),9296,ATP6V1F
hsa04150,mTOR signaling pathway - Homo sapiens (human),9550,ATP6V1G1
hsa04150,mTOR signaling pathway - Homo sapiens (human),127124,ATP6V1G3
hsa04150,mTOR signaling pathway - Homo sapiens (human),534,ATP6V1G2
hsa04150,mTOR signaling pathway - Homo sapiens (human),51606,ATP6V1H
hsa04150,mTOR signaling pathway - Homo sapiens (human),55004,LAMTOR1
hsa04150,mTOR signaling pathway - Homo sapiens (human),28956,LAMTOR2
hsa04150,mTOR signaling pathway - Homo sapiens (human),8649,LAMTOR3
hsa04150,mTOR signaling pathway - Homo sapiens (human),389541,LAMTOR4
hsa04150,mTOR signaling pathway - Homo sapiens (human),10542,LAMTOR5
hsa04150,mTOR signaling pathway - Homo sapiens (human),201163,FLCN
hsa04150,mTOR signaling pathway - Homo sapiens (human),96459,FNIP1
hsa04150,mTOR signaling pathway - Homo sapiens (human),57600,FNIP2
hsa04150,mTOR signaling pathway - Homo sapiens (human),10670,RRAGA
hsa04150,mTOR signaling pathway - Homo sapiens (human),10325,RRAGB
hsa04150,mTOR signaling pathway - Homo sapiens (human),64121,RRAGC
hsa04150,mTOR signaling pathway - Homo sapiens (human),58528,RRAGD
hsa04150,mTOR signaling pathway - Homo sapiens (human),57521,RPTOR
hsa04150,mTOR signaling pathway - Homo sapiens (human),84335,AKT1S1
hsa04150,mTOR signaling pathway - Homo sapiens (human),2475,MTOR
hsa04150,mTOR signaling pathway - Homo sapiens (human),64798,DEPTOR
hsa04150,mTOR signaling pathway - Homo sapiens (human),64223,MLST8
hsa04150,mTOR signaling pathway - Homo sapiens (human),9894,TELO2
hsa04150,mTOR signaling pathway - Homo sapiens (human),9675,TTI1
hsa04150,mTOR signaling pathway - Homo sapiens (human),6249,CLIP1
hsa04150,mTOR signaling pathway - Homo sapiens (human),2887,GRB10
hsa04150,mTOR signaling pathway - Homo sapiens (human),8408,ULK1
hsa04150,mTOR signaling pathway - Homo sapiens (human),9706,ULK2
hsa04150,mTOR signaling pathway - Homo sapiens (human),1978,EIF4EBP1
hsa04150,mTOR signaling pathway - Homo sapiens (human),1977,EIF4E
hsa04150,mTOR signaling pathway - Homo sapiens (human),9470,EIF4E2
hsa04150,mTOR signaling pathway - Homo sapiens (human),253314,EIF4E1B
hsa04150,mTOR signaling pathway - Homo sapiens (human),6198,RPS6KB1
hsa04150,mTOR signaling pathway - Homo sapiens (human),6199,RPS6KB2
hsa04150,mTOR signaling pathway - Homo sapiens (human),1975,EIF4B
hsa04150,mTOR signaling pathway - Homo sapiens (human),6194,RPS6
hsa04150,mTOR signaling pathway - Homo sapiens (human),220441,RNF152
hsa04150,mTOR signaling pathway - Homo sapiens (human),6502,SKP2
hsa04150,mTOR signaling pathway - Homo sapiens (human),9681,DEPDC5
hsa04150,mTOR signaling pathway - Homo sapiens (human),10641,NPRL2
hsa04150,mTOR signaling pathway - Homo sapiens (human),8131,NPRL3
hsa04150,mTOR signaling pathway - Homo sapiens (human),54468,MIOS
hsa04150,mTOR signaling pathway - Homo sapiens (human),81929,SEH1L
hsa04150,mTOR signaling pathway - Homo sapiens (human),84219,WDR24
hsa04150,mTOR signaling pathway - Homo sapiens (human),79726,WDR59
hsa04150,mTOR signaling pathway - Homo sapiens (human),6396,SEC13
hsa04150,mTOR signaling pathway - Homo sapiens (human),83667,SESN2
hsa04150,mTOR signaling pathway - Homo sapiens (human),92335,STRADA
hsa04150,mTOR signaling pathway - Homo sapiens (human),55437,STRADB
hsa04150,mTOR signaling pathway - Homo sapiens (human),6794,STK11
hsa04150,mTOR signaling pathway - Homo sapiens (human),51719,CAB39
hsa04150,mTOR signaling pathway - Homo sapiens (human),81617,CAB39L
hsa04150,mTOR signaling pathway - Homo sapiens (human),5562,PRKAA1
hsa04150,mTOR signaling pathway - Homo sapiens (human),5563,PRKAA2
hsa04150,mTOR signaling pathway - Homo sapiens (human),7248,TSC1
hsa04150,mTOR signaling pathway - Homo sapiens (human),7249,TSC2
hsa04150,mTOR signaling pathway - Homo sapiens (human),51256,TBC1D7
hsa04150,mTOR signaling pathway - Homo sapiens (human),107080638,TBC1D7
hsa04150,mTOR signaling pathway - Homo sapiens (human),6009,RHEB
hsa04150,mTOR signaling pathway - Homo sapiens (human),54541,DDIT4
hsa04150,mTOR signaling pathway - Homo sapiens (human),7471,WNT1
hsa04150,mTOR signaling pathway - Homo sapiens (human),7472,WNT2
hsa04150,mTOR signaling pathway - Homo sapiens (human),7482,WNT2B
hsa04150,mTOR signaling pathway - Homo sapiens (human),7473,WNT3
hsa04150,mTOR signaling pathway - Homo sapiens (human),89780,WNT3A
hsa04150,mTOR signaling pathway - Homo sapiens (human),54361,WNT4
hsa04150,mTOR signaling pathway - Homo sapiens (human),7474,WNT5A
hsa04150,mTOR signaling pathway - Homo sapiens (human),81029,WNT5B
hsa04150,mTOR signaling pathway - Homo sapiens (human),7475,WNT6
hsa04150,mTOR signaling pathway - Homo sapiens (human),7476,WNT7A
hsa04150,mTOR signaling pathway - Homo sapiens (human),7477,WNT7B
hsa04150,mTOR signaling pathway - Homo sapiens (human),7478,WNT8A
hsa04150,mTOR signaling pathway - Homo sapiens (human),7479,WNT8B
hsa04150,mTOR signaling pathway - Homo sapiens (human),7483,WNT9A
hsa04150,mTOR signaling pathway - Homo sapiens (human),7484,WNT9B
hsa04150,mTOR signaling pathway - Homo sapiens (human),7480,WNT10B
hsa04150,mTOR signaling pathway - Homo sapiens (human),80326,WNT10A
hsa04150,mTOR signaling pathway - Homo sapiens (human),7481,WNT11
hsa04150,mTOR signaling pathway - Homo sapiens (human),51384,WNT16
hsa04150,mTOR signaling pathway - Homo sapiens (human),8321,FZD1
hsa04150,mTOR signaling pathway - Homo sapiens (human),8324,FZD7
hsa04150,mTOR signaling pathway - Homo sapiens (human),2535,FZD2
hsa04150,mTOR signaling pathway - Homo sapiens (human),7976,FZD3
hsa04150,mTOR signaling pathway - Homo sapiens (human),8322,FZD4
hsa04150,mTOR signaling pathway - Homo sapiens (human),7855,FZD5
