Antibody_ID	FullyValidated	184A1	184B5	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF10A	MCF10F	MCF12A	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	T47D	UACC812	ZR7530	ZR75B
MAPK14-p	Yes	-0.152119551	-0.022087368	0.309756641	-0.522837851	0.227109904	-1.098493661	-0.240970589	0.269713372	-0.245794443	0.493743041	-0.424869055	-0.760354322	-0.528415589	0.475907952	0.645966667	1.208642124	0.443047571	0.157829602	0.631887608	1.065043615	-0.125395921	-0.076611516	0.743678447	-0.462972759	-0.161830943	0.078425728	-0.180545386	-0.69661354	0.243830094	0.525942369	-0.237141482	0.225155577	-0.041073611	0.078927387	-0.423349815	0.291577793	0.132971418	-0.534126499	-0.333476979	-0.340707208	0.154226641	-0.531340483
TP53	Yes	-1.479098635	-0.345703479	-1.991136033	-0.447352128	1.465621177	-0.087941478	-1.021055931	2.343543533	0.907503804	6.02393543	0.948059708	-2.387201163	-3.224497753	-2.060395151	-0.879460449	-1.860379486	0.838662578	-3.124201638	1.486537323	-2.171991271	4.323453391	4.450732511	-0.829684164	-0.768119979	-1.567432899	-1.650648361	-0.409561001	-1.159551474	-3.325875472	4.070213365	-1.725751403	-0.112708166	-1.507607922	1.147380347	0.772965613	4.248004181	-0.891690393	2.593411552	1.746037789	-1.440726201	-1.656969278	-1.842741763
TP53-p	No	-0.582297324	-0.439231783	-0.321452132	-0.484425009	0.93552672	-1.078231686	-0.186281854	0.897912046	0.588660061	3.973321153	-0.26389524	-0.842668214	-0.472690123	-0.258523702	-1.14034477	-0.278999996	-1.262583849	-0.244780566	0.349036614	-0.36773329	2.68476319	2.592150883	-0.614751868	-0.803102908	0.380394375	0.027696248	0.162145055	-0.569049076	-0.017012359	2.479366373	-0.765755717	-0.986105092	-0.562660649	-0.178888489	-1.216719457	0.95369343	-0.989128881	-0.663747253	1.296234701	-1.248631617	-0.073264306	-0.173728668
RPS6KB1	Yes	-0.117963413	-0.095515376	0.748206768	-0.633491896	-1.478349902	2.449209855	0.613400355	-1.859839453	-0.004557339	-1.23482378	-1.581983195	-0.808045294	0.482121013	-0.773977812	0.040034436	-1.340712977	-0.850195686	0.070815364	-0.607719628	-0.339837157	0.093967968	-1.191356001	-1.644829477	4.610182276	-0.260039067	-0.654802932	0.051551191	5.208929855	1.029108518	-1.008268373	1.842977283	-0.801760307	0.775203529	-1.181894545	0.46244607	-0.670238204	-0.471184939	-0.964765922	-0.348784775	0.269857739	0.431513759	1.344042084
RPS6KB1-p389	Yes	0.270374731	-1.819792144	0.155858765	0.614302472	-0.135340173	0.377260937	0.236074379	-0.968455179	0.273144482	-0.372883748	-0.621506968	0.175160429	0.484410542	0.265782015	-0.687837723	0.843033302	0.555207887	1.161985758	0.792347407	0.190444461	-0.377218808	-0.55246789	0.299136302	1.899645672	-0.935787666	-0.552281393	-0.549968294	1.557677983	1.338201849	0.692540719	0.836415366	0.839695177	0.689259583	0.648543733	-0.924431124	-0.324724578	-0.97279553	-1.807784389	-0.732004686	0.359330312	0.516048223	-0.058958707
MYC-p	No	-0.475414046	0.009108489	0.847347024	0.389692001	-0.04860951	-0.261201753	0.445167252	0.024553409	-0.345383319	0.339305221	-0.445629158	-0.329983797	-0.375075438	0.035303682	1.036137419	0.212968003	-0.280144873	-0.168428916	-0.322772915	0.040195516	-0.650423917	-0.187872988	-0.277123939	0.031904517	0.455887654	-0.245578583	0.63328653	-0.388283591	-0.52053951	0.561333253	-0.610149572	-0.832718448	-0.022184571	0.585086536	-0.026965072	0.151366184	0.677654073	-0.178393003	-0.351997509	-0.170076274	-0.818807489	-0.090363444
PCNA	No	0.696154442	0.593069347	-1.243437399	-0.493862408	-0.71239173	0.89640173	-0.703970073	-0.778719584	-0.382403538	-0.621106933	-0.888713647	0.360718046	-0.027056686	1.634958142	-0.413466248	3.315181676	0.840900471	-0.211167083	2.505829864	-0.204935384	-0.168560276	0.17520997	-0.690537561	-1.175828945	-0.450407499	-0.783774572	-0.742242179	-0.247186742	-0.429767271	1.162942677	-1.617526387	0.894466146	1.372226021	0.023338516	-1.269984359	1.945450864	-0.258032531	-1.126171574	0.163668125	-1.171091608	-1.098901802	-0.249159065
PDK1	Yes	-0.274207419	-0.184243144	0.23145516	0.464399013	0.25842994	0.477772215	1.210920041	-0.940336793	0.525507745	-1.134729094	-0.477186942	0.715408778	0.321500247	0.036708765	-0.112891728	-0.52418977	-0.245036194	0.278717532	0.441354874	-0.876439573	-0.053590717	0.553102343	-0.957446943	0.787233015	-0.73389977	-0.418547358	-0.450459111	0.263409725	-0.73654135	-0.196540387	0.666151738	0.032915431	0.243499458	0.462401791	-0.785584829	0.70416548	-0.626064203	0.964427065	0.146609793	0.539769458	0.488765011	0.264422903
PDK1-p241	Yes	-0.243864414	-0.125976878	0.254409075	0.17127251	0.156335105	0.073420797	0.653964537	-1.085894462	1.028147656	-1.164333578	-0.461192147	0.921738543	1.019048068	0.197772893	0.092535138	-0.092378146	0.032793868	0.631229453	0.770056059	-0.512574876	-0.383549316	0.416431904	-1.142764844	0.6830724	-0.634854523	-0.503671945	-0.907035805	0.10196501	-0.170106987	-0.162760227	0.176145167	0.303851947	0.265926539	0.483963744	-0.635489043	0.824205061	-0.88856997	0.461593031	0.185266359	0.431774233	0.406528105	0.453100239
PRKCA-p657	Yes	0.626213734	-1.091328279	-1.655634529	0.768123803	0.049128866	-0.539877071	-3.073248812	1.590888222	-2.712788369	0.5116165	1.596666264	-3.188804388	-2.75937728	-1.623697401	0.985700481	-0.067146822	1.36413061	-3.599679678	0.192405339	0.5362858	3.595136408	-2.73083422	1.549984944	0.404549349	-0.969776131	-0.222710019	-0.176125468	-0.868879459	3.533540612	2.406874006	-0.756732781	1.071236467	-3.235172236	0.727157242	3.507110167	-1.740711152	2.687161032	-0.214634629	-2.266886039	-0.831324377	-0.575976267	-0.896086222
PRKCA	Yes	0.251407269	0.276480893	-2.084040564	0.139840171	0.161200545	-0.253215225	-1.511510152	1.579170075	-2.416841047	0.231775741	1.228232267	-3.055659025	-2.914142149	-1.421101424	0.623591883	-0.09028369	0.740552363	-3.509237098	-0.484873435	1.036597424	3.439230641	-2.762750646	1.686794433	0.385479736	-0.567507692	-0.088538101	0.026091805	-0.326077975	3.748068456	2.27424889	-1.046480204	0.786676968	-3.068477849	0.511333456	3.03687062	-1.964779871	2.420078902	-0.902027059	-0.873806202	-0.948878144	-0.605165763	-0.2282219
PGR	Yes	-1.028257296	-0.769381137	-0.228670421	0.007674752	-0.151210869	3.752392706	3.339636678	-0.261297484	3.124761596	-0.883138017	-1.056901661	-1.683152016	3.81592246	-0.444005789	-0.70935877	-0.713836598	-0.03812634	-0.774133163	-0.569149699	-0.626031584	-2.015266996	-0.428919984	-0.711359979	-0.470001786	-0.992336111	-0.57144032	-0.408251987	-0.197638514	-0.049670067	-1.237276112	3.379652718	0.087319161	-0.586007949	0.028169283	-1.436626369	-0.425788429	-0.842308007	-0.842343564	7.291702679	6.887290018	-0.593435491	-0.311103311
PTEN	Yes	1.460755451	0.611811197	0.898739452	0.732431565	-0.545170453	2.073801745	1.027333875	-4.291156414	0.124669685	1.466370457	-4.175113626	1.152071565	1.825344208	-0.358558938	1.559757964	-4.186065994	0.681099074	1.785757426	0.230863028	-3.663453004	-4.087131514	-3.914516271	0.663015282	1.24845803	0.366845168	0.905332619	1.063912179	1.818312037	0.878619324	0.8472797	1.78458206	-1.569367808	1.398078397	0.262287166	0.417007274	-4.161024182	0.510648635	1.864711416	1.229910328	1.386276782	1.991019952	1.669789314
RAB25	Yes	-0.148533126	-0.677621445	0.943156307	0.375085028	-0.262401613	0.189827266	0.705029805	-1.599403193	0.891973062	0.6143864	-1.186401785	-0.540552786	-0.165969329	-1.066289572	0.603751737	0.660038854	-0.067418518	0.849481855	0.302240498	0.104663901	-0.905243992	1.353143298	-1.357870751	0.749826309	-1.060749147	-0.264843135	0.014259732	0.661028803	-0.85637018	-1.035979237	-0.28587312	0.406833334	-0.056931262	-0.054334272	-1.316025223	-0.047477903	-0.954886848	1.71846267	0.22173281	0.524933778	0.438618869	0.417355396
RB1	Yes	-0.221375067	0.547057714	0.447465453	0.21733006	0.624570621	-0.153091234	-0.424555152	-1.858949791	1.02641629	-0.045544717	0.119676566	-0.13826268	0.832811252	-0.055582739	0.507534305	-0.390809466	0.247954666	0.419878242	1.574604516	-0.855871648	-0.123494786	0.072715115	-0.225887548	0.312165764	1.240772695	0.061076308	0.314071492	-0.384699403	-0.159283955	2.144911334	-0.03644255	0.244896029	1.349729555	0.569062984	0.555100865	-0.279469915	-0.115103691	-0.436067862	-0.048205072	0.235799109	-0.721936053	0.253786513
RB1-p	No	-0.436120009	1.312166072	1.231179915	1.363110029	1.736180767	0.11206012	-0.519335726	-4.10631382	0.866072293	1.293171347	0.933793051	-0.262030245	-0.2002966	-0.291182141	2.042415212	-3.95537393	0.612265482	0.402074656	0.630601284	-2.782141056	0.523991636	-0.244178911	0.629525268	0.632662696	2.8030963	0.882056702	2.058923667	-0.199272967	-1.795737087	2.705273379	-0.133772251	-0.178293927	1.797442157	0.594032301	1.532311892	-0.873466545	1.513602449	-0.668583088	-0.105791472	1.107542413	-1.740392322	0.77836934
RPS6	No	0.051923752	0.503457362	0.142902919	-0.038650749	-0.079537742	-0.377999893	-0.621535345	-0.566632172	0.152702863	-0.888081802	-0.400074209	0.504166245	0.308893174	0.198944077	0.619555528	0.288487081	0.556444846	0.084002606	0.06436362	0.324734608	-0.103233439	-0.428571654	-0.380744085	0.092606002	0.513640178	-0.325439379	0.442922788	0.327730938	-0.28081292	0.81862391	-0.543385898	-0.183138355	0.341641866	0.447546481	-0.550273635	0.09973501	-0.436471154	-0.127635504	-0.02171192	0.028419489	-0.787701155	0.724009447
RPS6-p234.236	Yes	-2.856242289	-2.405879891	-1.006867937	0.484659209	1.179762617	0.16125036	-0.048351701	0.562220788	0.102227382	0.152096851	0.758262106	0.946452116	0.258374466	-1.17298148	0.569413192	1.538838827	1.220105207	0.502260951	0.124924225	1.597842662	-0.967826536	-1.465323985	0.97166224	0.443955273	0.497010754	-1.455532233	1.140880514	0.930334586	-0.013833201	1.822905067	0.554848173	0.347914731	0.611843383	0.026770522	-1.428085078	-1.722481981	0.821532407	-0.781518625	0.506977315	0.706246939	-1.833280027	1.191548264
RPS6-p240.244	Yes	-4.792626326	-3.44158541	-0.958111997	0.708645625	1.197302982	0.612554034	-0.096673115	0.699207258	0.471209503	0.131338372	0.943439736	1.622426802	0.612463495	-0.973854551	0.533984565	1.551288146	1.7750205	0.390156561	0.539249317	1.358703234	-0.610084289	-2.121746156	1.096233689	0.948252993	0.677049458	-2.11858698	1.183187876	1.447812929	0.364948531	2.04145794	0.972427034	0.94809103	1.004571008	0.238909973	-1.478735197	-1.898450127	0.696083827	-1.00242368	0.3912474	0.657002314	-1.741710258	0.976954245
SRC	Yes	2.28598017	1.720668496	1.331076992	-1.117918396	1.28337841	-2.323391759	0.549643703	-0.357098163	-0.327152984	0.770134948	0.799562705	-0.841598801	2.852274357	1.395975309	0.216244434	-1.391023115	0.910226383	-1.51402421	-0.21884263	-0.493075574	0.593922625	0.186663609	-1.809471938	-0.956722103	0.728270581	-0.444535423	0.278186864	-1.958059924	-2.387465133	0.095808494	1.266589786	2.214931023	-2.901964409	0.612045068	-0.743352811	0.666644859	-0.521048882	0.051631744	0.067574304	1.732508717	-0.581582691	0.314331546
SRC-p416	Yes	0.53333569	0.58809615	0.065273071	-0.31660806	0.21502371	-1.908263905	-0.598293657	-1.17356684	-0.756058565	-0.954272454	-0.345567732	-0.391776458	1.872669724	0.126027701	2.228982653	0.262903513	-0.812486227	-1.350198554	-0.090520638	-0.634878348	1.225078916	0.311656593	-1.364456878	-0.113845386	0.386028915	0.50622438	0.665708652	-1.204889382	-1.654108065	-0.873026057	0.124043304	-0.737757184	-1.485079188	-0.335497857	1.249960327	0.053269654	-0.697356872	0.303304383	-0.899171398	2.0543359	-0.758996896	0.561542193
SRC-p527	Yes	1.989037959	1.357770957	0.470321548	-1.447837372	0.714662452	-0.991661948	-0.443730728	-1.095824938	-1.2802217	0.51900158	0.122819952	-0.226632218	2.487271001	0.591179785	0.048970651	0.48068016	0.002714829	-0.431019956	0.138570394	-0.211861978	0.858337073	0.129964096	-1.348264439	-0.352053722	0.55012652	-0.696648718	0.022755312	-1.38467367	-0.425167543	-0.037565207	1.348467571	0.761857285	-3.941935376	0.292132405	1.007332552	0.347813358	-0.36634646	-0.233702483	-0.603852345	1.418478349	-1.234382826	-0.366195479
STAT3	Yes	2.626182591	1.24543711	-0.150252918	0.972648277	-0.858690969	-0.972508389	-0.461780427	-0.130510372	-0.379994238	1.815192938	0.276172311	-0.666579604	-0.142674933	-1.137580402	0.32533658	0.057766936	-0.242035622	-0.251916763	0.153092005	1.539450155	-0.072434061	0.030502814	-0.785298108	-0.735357558	0.247453803	0.739962028	1.834056381	-1.079596487	0.479978578	-0.11906179	-1.390423783	-0.430545617	-1.361262433	0.171641645	2.138627794	0.17779887	0.162969762	-0.335983838	-0.414913364	-0.908957451	-0.81327112	-0.355750564
STAT3-p705	Yes	-0.067725817	-0.31360529	0.561325174	0.96839735	0.793895072	-0.837346308	-0.400246315	0.144487781	-0.486314572	0.697841147	0.743790392	-0.545322825	-0.329164432	0.42979186	-0.325555126	-0.47538633	0.224613843	-0.618140709	-0.274058436	0.804655681	0.175997693	1.446100403	-0.89488844	-0.679273354	-0.085260286	0.807004225	0.432572493	-1.107954355	-0.507772821	-0.845228281	-0.655669935	0.722505444	-0.825273666	0.327356516	-0.690093845	1.006553624	0.10374716	0.041821665	-0.516057962	-0.242983872	-0.420932795	-0.243002316
STAT3-p727	No	-0.143675839	-0.211128178	0.963975817	1.254771615	-0.480621207	-0.843781417	0.019218725	-0.840008952	0.309111421	-0.506468574	-0.1140475	-0.273911395	0.117708416	-0.132633027	0.05414744	0.821205556	0.878434137	0.544803806	1.121492194	0.29842407	0.139397336	0.555081237	-0.558205483	-0.155749278	0.033539254	0.40201546	0.345282336	-0.983324505	-0.483612901	0.383374828	-0.649017003	0.969832544	-0.590051724	0.693196518	-0.826848409	-0.226869291	-0.860520883	-0.062820711	0.390821816	-0.174827366	-0.283515729	-0.011210725
STAT6	No	0.469614894	0.357339961	0.274694593	1.788413578	-0.851771257	-0.553585439	-0.806784916	-2.072379814	-1.005133978	-0.062169304	-1.202347628	3.172694102	0.458787388	0.49343425	-0.912451702	-0.212376035	-0.509735525	-0.28362113	1.21016806	-0.464293616	-1.600428254	-1.52430039	-1.242637614	-0.696362928	0.154156534	0.57453633	0.667417194	-0.076636348	-0.252252164	-0.436912788	0.6266967	-0.034682115	0.739265027	1.55376489	-0.443863214	0.644100696	-0.840365418	2.037440114	-1.318639563	0.908909647	1.104748546	-1.044646598
TSC2	Yes	0.179599812	0.009998053	0.148050442	0.029873981	0.051629298	0.569005347	0.710162804	-0.576698703	0.633377597	-0.311844334	0.104904073	0.883762824	0.676171694	0.26710319	-0.313384569	0.151498858	-0.005364955	0.248071043	0.328920008	-0.128200116	0.258361621	0.22070937	-0.5017833	0.22110434	-0.452884313	-0.26462189	-0.339208082	-0.322187948	0.242495298	-0.272736951	0.128689449	0.328545222	0.117626642	0.100036644	-0.37914299	-0.612721481	-0.670854693	-0.207892767	0.052572982	-0.005129615	-0.095062579	0.288069219
TSC2-p	No	-0.311848937	-0.468574182	0.031688801	0.477013112	-0.153467094	-0.578478159	0.353433874	-0.737903069	0.187068202	0.183691468	-0.560821326	0.781005166	0.648918443	0.176876989	0.262847589	0.341119533	0.02679292	-0.045418041	0.392658666	0.282956803	-0.146247608	0.05006459	0.260536243	0.29385512	0.554891591	0.355118118	0.181774661	-1.027522669	0.152881743	0.008318109	-0.328552081	0.326172093	-0.190973891	0.429927013	0.049057626	0.259302941	-1.26897596	-0.125004644	-0.578173791	0.268700022	-0.23888563	0.344134457
KDR	Yes	1.654843232	1.06042895	0.536877244	0.175322917	0.605172256	-0.716291739	0.50186067	-0.594128388	-0.332850303	0.819387027	0.21910855	-0.862641107	-0.555004086	0.034512222	-0.095420271	-0.500789336	-0.244648595	-0.717440258	-0.140368538	-0.072215925	0.238777706	0.262874592	-0.50016534	-0.008840133	0.850042337	1.356758131	0.180456681	-0.231956053	-0.811896024	0.070751513	0.051271236	0.115150915	-0.075410039	-0.342179212	-0.965655392	0.249239254	0.267347433	-0.313025031	-0.09851289	-0.190098829	0.15119044	0.039654991
CD20	No	-1.735680803	-0.172714239	0.348332351	0.47102369	0.566940587	0.084082799	-0.365860745	-0.06867296	0.362208906	0.113180454	-0.45729758	-0.310147298	0.952908197	-1.058514151	0.113653886	-0.810556231	0.352442909	0.454356943	-0.304252402	-0.295524541	0.047485341	-0.066556628	0.275888859	0.255737936	0.60580617	1.365618809	0.889023561	-0.405217757	-0.89233381	-1.416428734	0.052955559	-0.201438189	0.148188558	0.668543757	0.03988719	-0.345697322	0.035659338	0.534436042	0.159951479	0.086577598	0.132406314	-0.386133321
CD4	No	-1.632520759	-0.29412711	0.102964705	0.30350805	-0.117677199	-0.102324797	0.347024212	-0.787843522	0.763649595	-0.406854722	-0.057140722	-0.485337516	0.826386642	-0.660818323	0.042130215	0.188273276	0.090253073	0.592155346	-0.262196618	-0.26024758	-0.25001536	0.552177927	-0.815378919	0.443035881	0.2221976	0.270454923	0.099161508	0.183956152	-0.442618467	-0.60918855	0.959494932	0.326224987	0.432677648	0.170422823	0.037892247	0.814400178	-0.34120457	0.576005294	0.323041457	0.176493431	1.006589536	0.433395632
COMT	Yes	-0.60528149	-0.658510882	-1.078507319	1.791570019	0.29499362	0.87535998	2.13587762	-1.307349824	0.121250181	-0.163500653	-1.295707114	2.840556466	-1.352257316	-0.800670934	1.035856461	1.07988691	-1.960381431	1.431791155	3.246944683	0.036518064	0.125004359	-0.596731003	-3.13891223	-0.805652518	-2.243389796	-0.732525134	-1.775160161	0.015861337	0.530617016	-0.891262678	2.491467616	-0.095556503	1.527923427	1.439260865	-1.447833713	-0.291154852	-0.521199016	1.595250083	-1.056031051	-0.312237584	2.229806609	-0.087547695
CNST	No	2.335874111	3.541336383	-1.174361717	-1.519046016	-1.575118782	-1.491345275	-1.63360503	4.66586926	-1.327730413	-1.16166398	1.135217461	-2.28297217	2.006723913	-2.22425112	2.633645314	-0.682512045	-1.135076466	-1.832577027	-0.508150761	-1.683401777	3.689879159	-1.108144771	3.485149389	-1.641392835	-1.155684841	-0.545410771	3.072172684	-1.690916591	1.635537038	2.655154417	-0.842417338	-1.815174187	1.504997654	-0.981308436	7.619739528	-1.017008471	3.522645305	-2.108421293	-2.029871846	-1.896869966	-2.056349266	-0.823322172
ESR1-p118	Yes	-0.758719717	-0.489160825	-0.144540507	0.675707964	-0.245667004	0.204015444	1.422333487	-0.519276454	0.153212404	-0.867734006	-0.870690541	0.089839114	0.94306528	-0.037133071	-0.015774362	-0.024725009	-0.154664616	0.032447595	0.290844784	-0.451863601	-0.897302404	0.667970986	-0.356873547	0.191131106	-0.121860015	-0.179522328	0.068522507	0.27836368	-0.850251534	-0.283027124	0.92489202	0.536273729	-0.159052258	0.377174998	-0.451433501	-0.583555921	-0.694815326	0.48510508	0.91124163	0.206323694	0.303699914	0.544921732
FN1	No	-1.684562992	1.394890562	0.629541659	-1.193015023	1.073877675	-2.609099239	-1.187421138	2.94849595	-2.080683976	-1.599092349	4.22552522	-1.113880496	0.650026608	-1.961353768	-1.573689512	-1.641658108	-1.282074581	-1.761794642	-1.411695947	3.929434082	1.103971369	-1.657747669	5.339278636	-1.4791845	3.945658127	4.499817462	3.161206663	-2.389822932	3.556318996	-1.899214148	-1.375772944	-1.142367914	-1.681204658	-1.097463541	0.379299415	1.768890587	2.481437041	-1.968311659	-1.839464494	1.434789346	-0.763662345	-2.151920432
GSN	No	-0.449606851	-0.523379013	0.837549336	-0.511938526	-0.547840007	0.554494562	0.937765838	-1.065672031	-0.746972291	1.389191708	1.696321706	1.179947847	1.315866121	-1.280277272	-0.892613015	0.775211216	1.037301984	0.539294905	-0.653145404	0.205018872	-0.86164713	0.912273468	-0.608316315	-0.862249151	-1.512905006	0.680700798	-0.184172509	-0.046756265	-1.182945621	-1.218137652	2.119217754	1.760732819	-1.134071119	-0.154049195	1.089404413	-0.935539798	-1.229427827	1.092562744	1.044625099	-1.163235524	-0.392605863	-0.047105101
STMN1	Yes	-0.95136488	-0.073086398	-0.307731481	-0.339566139	-0.313625749	0.393455128	-0.520885936	0.041466905	0.621996782	-0.076259231	-0.278020071	-1.077545606	0.365560684	-0.551330371	-0.062354484	0.342257004	-0.663915239	0.122945344	0.712254964	0.108984437	-0.249996131	0.528313534	-0.43339915	-0.521268018	0.551933118	0.691059784	0.084132348	-0.271093861	0.637783859	0.317538484	-0.366820761	-0.313251144	0.861644541	0.153151165	-0.146550936	0.389896024	0.115880307	-0.433740373	-0.113223104	-0.837980622	-0.554120067	0.751128003
WWTR1-p	No	-1.35982996	1.070856572	0.493104338	0.399401211	0.489233285	1.100441501	1.20618207	0.80356927	-1.109913114	-0.444400846	0.310176871	-2.317408284	-0.582973223	0.331672473	0.533624495	-1.914708533	-0.87505152	-0.904178731	-2.388716799	0.621432372	0.474593101	0.462806955	0.231938322	0.746048331	0.464282095	0.45710803	0.91285823	0.84590419	-2.918849322	-2.884113211	0.3211598	-0.278219957	0.424074784	1.201115823	-0.694568405	-0.6665441	1.018580165	0.819677911	1.176222876	0.733341197	1.047974205	0.94829741
XIAP	No	-0.058363733	0.573572119	0.210362162	0.130596129	0.81461224	0.022941878	-0.039179392	-0.267456041	0.176785823	0.144012268	-0.528880003	-0.845992025	-0.327148553	0.216861176	-0.052090391	-0.007213021	0.129494261	-0.582536642	0.270779007	-0.801910312	0.345551126	0.304896891	-1.004304194	0.779718679	0.121324231	0.267262107	0.107316338	0.782010156	0.378747421	-0.022522168	-0.664420546	0.068147667	-0.07508929	0.221292048	-0.700554748	-0.436829303	0.130967021	-0.317944191	-0.321461285	-0.10434435	-0.289412183	0.601526222
YBX1	Yes	-0.034024354	-0.870924404	0.275213476	0.02519668	0.268213261	-0.184914597	-1.180373825	0.125167186	-0.167210465	-0.62242421	0.452081371	-0.857227921	-0.244379342	0.816192279	0.694103067	0.581888576	0.914670433	0.230377996	-0.379572222	-0.152763082	0.816375971	0.244762133	-0.821616544	0.39588646	-0.555382179	0.25258755	0.313282081	0.205610257	0.199596456	0.817874591	0.233832096	-0.252141816	0.310925819	-1.074098057	-0.184350339	0.533882379	0.218846696	-0.877169392	-0.815647634	-0.110375161	-0.894086574	0.086760431
CCNE1	Yes	-0.89201704	-1.202649647	0.126444957	0.711984877	-0.420323053	-0.717729578	-0.71578134	-0.122758585	0.037335863	0.077270499	1.125809184	-1.127566034	0.136597877	3.668877941	1.919001534	0.057665176	-0.746219135	-0.954280411	0.758243547	1.258639429	-0.019559486	-0.394361175	-0.481867704	0.002456336	-0.470629905	-0.700637449	-0.313405021	-0.567038649	2.281289995	-1.446038459	-0.950827003	-0.220602164	-0.115682095	0.90316211	-0.136748294	1.352800932	-1.403116323	-1.003986491	-1.238378456	-0.418892249	-1.004341137	0.053704711
RPS6KA1-p	No	0.164772552	-0.585046116	1.158114825	1.574426395	0.844799107	-0.445392253	-0.606832397	-0.986793778	-1.251853861	-0.559275878	-0.439298013	0.13046796	-1.895361028	-0.981879331	0.749719363	-0.318342404	1.037748721	0.672667389	-0.954650183	1.175940064	-1.844297959	0.578256603	-1.106244438	0.311600536	-0.019904511	0.518557116	0.815183898	-0.254371733	0.286002586	-0.016893048	-1.043384228	1.047122815	-0.376027922	1.088496765	-0.955137092	-0.318962137	-0.874875777	0.774031518	-0.7836548	0.10524296	0.974388781	-0.942069944
AR	Yes	-1.88976021	-1.954550119	0.69692033	0.73894253	-1.688277722	2.41798648	0.285239083	-0.4103804	3.402363673	-1.820308324	-0.946255787	1.308253135	0.38504758	-1.665638134	-1.77273525	-1.052674175	0.800490854	4.441648734	0.502897929	-0.889959449	-1.419518035	-0.714141172	-0.727432021	1.179489692	-0.422333111	-0.622549098	-0.663763169	2.125655828	-0.998595336	-1.791910227	2.48540681	2.362350345	4.456470861	-0.5710106	0.514714341	-1.649857705	-1.345294831	-0.090932388	1.304282326	0.374882887	2.2796769	-0.485040675
GATA3	Yes	0.532104346	-0.86702783	0.816854297	-0.592078496	0.167283237	0.117896799	1.060731885	-1.176341497	2.231616149	-0.628325356	-1.408249891	0.35288586	1.928429684	-1.384848124	-0.634496648	0.416172806	-0.102334444	1.044580175	0.144578657	-0.482487766	-0.155970249	0.872421292	-0.825275811	1.967953191	-0.707425891	-0.368306269	-0.875264111	2.588604236	0.288152736	0.540428108	0.239518483	0.627597471	1.15842546	-0.523094393	-0.656297291	0.412218405	-0.98819913	-1.18125535	1.657944942	0.505123869	0.26221658	0.964576484
NOTCH3	Yes	-0.803202738	-0.971138641	0.623750669	-0.240388205	0.074878401	0.554539277	-0.279916387	-0.479734755	0.651871148	2.286772278	0.366482632	-2.458809697	-1.005402861	-1.18885741	0.362138987	0.576247383	-0.488249711	1.511983387	0.391662223	-0.575094076	1.067042389	3.445759668	-1.035175154	1.196863721	-2.337893948	-0.301643892	-0.644605183	1.089264625	1.062329017	-1.209470962	1.111782222	-0.064830915	0.95250909	-0.028699177	-1.039679765	-0.354076954	-0.390479874	0.598669049	-0.311135931	-0.183409229	1.483637363	-0.154986144
MAPT	No	-0.279952632	-0.183969882	0.758496849	0.617687611	0.382763822	-0.199040876	-0.474443666	-0.796336328	0.273770452	-0.534376662	-0.80583115	0.895432313	0.036877172	0.396027996	-0.003275901	0.174688388	-0.127127314	0.28248164	-0.521211951	-0.538257457	-0.111483029	0.370918442	0.119409156	0.382770436	0.455033785	0.866485096	0.364780976	0.0113831	0.164394836	-0.073798953	0.288703599	0.391315331	0.314424924	0.390953762	0.305022524	-0.162706556	-0.156756349	-0.142610684	-0.364718952	-0.086759179	-0.39816068	0.279699282
EIF4EBP1-p65.mono	No	0.000521424	-0.096224616	-0.498186689	-0.55174257	0.41293513	-0.902507476	2.047662582	1.261148789	1.571274743	-0.258177146	-0.529882574	0.047730742	-0.114932805	1.086147349	0.050174705	-0.597411624	-0.246693829	0.731843119	0.917689938	-0.591651067	0.777885122	0.02669384	-0.262469296	0.514942786	-0.382294651	-0.059881038	-0.658717473	-0.073903241	0.925565107	-0.026458697	0.151623701	-0.599540382	0.725639984	-0.120391658	-0.596426961	-0.596582443	0.649802197	-0.421551209	-0.445093129	-0.237854061	-1.409294399	-0.665566293
BCL2L11	No	-1.656759517	-0.592275254	-0.182748326	0.726011016	-0.065704593	0.632369145	-0.618763977	-0.90167455	1.834750391	1.26226918	-0.98570615	-2.030508789	1.768809673	0.906649841	-0.203414117	0.082004627	0.062102581	0.097953901	-0.338236071	0.20176225	0.321358759	1.27685367	-1.32130586	1.117636663	-0.365083406	-0.636230712	0.047860849	0.662214499	-0.368701333	-2.815842441	0.900301307	0.918757828	0.294029312	0.552729753	-0.802368223	-0.388774983	-1.747094819	0.527480391	-0.713244261	-0.178509176	-1.071217423	0.636602382
